epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
85,11309.5,1.80163,3.0856,0.33189,1.49506,0.00901,4.48037,0.64738,0.52052,0.55638,0.26027,0.64038,0.47745,0.4906,0.29197,1.95889,3.79763,0.30604,1.70988,0.00984,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,11442,1.79688,3.08734,0.33339,1.49907,0.009,4.56545,0.65166,0.51921,0.55635,0.26006,0.63896,0.47904,0.49125,0.2925,1.96187,3.7927,0.30607,1.70323,0.00987,0,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,11574.7,1.7979,3.03352,0.3325,1.47716,0.00896,4.41673,0.64481,0.5131,0.55505,0.25977,0.6394,0.47697,0.49082,0.29153,1.96194,3.78673,0.30584,1.7044,0.00986,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,11707.4,1.79553,3.03041,0.33334,1.48794,0.00901,4.41856,0.64528,0.5179,0.55435,0.2593,0.63039,0.48384,0.49143,0.29171,1.9622,3.77977,0.30546,1.70386,0.00985,0,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,11840.3,1.7899,2.99068,0.33119,1.47348,0.00877,4.35852,0.64028,0.52052,0.55331,0.25957,0.62923,0.48341,0.4907,0.29151,1.96198,3.77398,0.30478,1.70476,0.00984,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,11973.1,1.78274,3.01362,0.33026,1.47616,0.00884,4.38022,0.64012,0.52183,0.55404,0.25973,0.62735,0.48472,0.49096,0.29242,1.96315,3.77224,0.30499,1.70154,0.00985,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,12100.6,1.71862,2.62224,0.2654,1.25832,0.00976,4.42333,0.63841,0.52314,0.55455,0.25996,0.62336,0.48777,0.49263,0.29319,1.96209,3.75956,0.3048,1.70016,0.00984,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,12228.1,1.72239,2.58495,0.26549,1.2454,0.00986,4.33787,0.63857,0.52183,0.55411,0.25982,0.6215,0.48515,0.49294,0.29306,1.96542,3.75506,0.30554,1.69521,0.00988,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,12355.3,1.71366,2.54714,0.26421,1.23212,0.00977,4.24433,0.64537,0.51834,0.5558,0.26008,0.62314,0.48472,0.49182,0.29379,1.96352,3.75082,0.3052,1.69885,0.00986,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,12483,1.70347,2.53744,0.26418,1.22854,0.00959,4.24713,0.64452,0.51616,0.556,0.2603,0.62299,0.48166,0.49154,0.29411,1.96443,3.75367,0.30538,1.69822,0.00986,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,12610.5,1.70069,2.50692,0.26339,1.2189,0.0096,4.19403,0.64565,0.51639,0.55636,0.26062,0.62362,0.48472,0.49249,0.29484,1.96656,3.75767,0.30557,1.69436,0.00988,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,12737.8,1.70627,2.44714,0.26123,1.19095,0.00965,4.10922,0.64416,0.51878,0.55805,0.26118,0.62442,0.48515,0.49401,0.29584,1.96713,3.76375,0.30544,1.69372,0.00987,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,12865.2,1.69078,2.47934,0.26286,1.2145,0.00957,4.10567,0.64677,0.51616,0.55741,0.26159,0.62692,0.48724,0.49566,0.29642,1.96675,3.7624,0.30559,1.69475,0.00987,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,12992.7,1.69351,2.4587,0.26384,1.1999,0.00947,4.05196,0.64824,0.51528,0.55775,0.26197,0.62756,0.48297,0.49632,0.29675,1.96639,3.76142,0.30554,1.69624,0.00986,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,13120.4,1.68386,2.46609,0.26345,1.18406,0.00937,4.06282,0.65182,0.51502,0.55771,0.2619,0.62885,0.48019,0.496,0.29652,1.96626,3.75984,0.30539,1.69756,0.00983,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,13247.7,1.69125,2.45336,0.2648,1.18947,0.00948,4.01989,0.6517,0.51397,0.5582,0.26212,0.62726,0.48122,0.49703,0.29695,1.96873,3.75862,0.30558,1.69345,0.00985,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
