epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,317.473,2.03835,5.7577,0.64912,1.80433,0.01068,9.79055,0.59239,0.53668,0.54741,0.22313,0.52763,0.41747,0.38991,0.1626,2.07334,4.59594,0.50932,1.60507,0.01057,0,0.00999264,0.00333088,0.00999264,0.00333088,0.00999264,0.00333088,0.00999264,0.00333088
2,615.334,1.97159,4.88629,0.5092,1.66769,0.01038,7.34647,0.53254,0.46201,0.45392,0.18492,0.41325,0.32402,0.26297,0.11271,2.14988,5.37473,0.41585,1.92283,0.01133,0,0.0197947,0.00659824,0.0197947,0.00659824,0.0197947,0.00659824,0.0197947,0.00659824
