epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,16053.7,1.67763,2.49301,0.31587,1.29474,0.00801,3.53265,0.68562,0.53712,0.59362,0.2907,0.68247,0.52183,0.54285,0.3398,1.92012,3.40448,0.29901,1.59016,0.00963,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,16233.2,1.66525,2.50105,0.31575,1.30506,0.00806,3.54413,0.68471,0.53771,0.59401,0.29119,0.6763,0.52271,0.54301,0.34058,1.92082,3.39918,0.29866,1.58899,0.00963,0,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,16407.6,1.60956,2.12814,0.25376,1.07342,0.00888,3.55928,0.68138,0.54279,0.59507,0.29131,0.68258,0.52398,0.5437,0.341,1.92736,3.40135,0.29845,1.57675,0.00969,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,16581.8,1.60616,2.08041,0.25463,1.05446,0.00888,3.44719,0.68633,0.54323,0.59629,0.29177,0.68162,0.52445,0.54335,0.34105,1.92868,3.40212,0.2983,1.57332,0.00966,0,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,16756.3,1.59463,2.06141,0.25238,1.04007,0.0088,3.41458,0.67889,0.54541,0.59698,0.29223,0.67262,0.52707,0.54452,0.34126,1.92688,3.40141,0.29762,1.57591,0.00962,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,16931,1.59715,2.03639,0.25237,1.02052,0.0087,3.31237,0.68454,0.54454,0.59671,0.29214,0.67277,0.52795,0.54371,0.34063,1.92524,3.40322,0.29752,1.57941,0.00962,0,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,17105.2,1.581,2.02092,0.25206,1.031,0.00867,3.3182,0.68762,0.54585,0.59756,0.29249,0.67492,0.53038,0.5448,0.34112,1.92602,3.40979,0.2969,1.57673,0.00962,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,17279.5,1.57917,1.98621,0.24915,1.00264,0.00866,3.28601,0.68766,0.54609,0.59682,0.29247,0.6743,0.53144,0.54472,0.34073,1.92722,3.41592,0.29743,1.57602,0.00963,0,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,17453.9,1.57526,1.99046,0.25058,1.01025,0.00855,3.23206,0.69076,0.54541,0.59642,0.29213,0.68006,0.531,0.54427,0.34076,1.92869,3.41871,0.29745,1.57421,0.00963,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,17628.4,1.57845,1.9673,0.25176,0.99509,0.00851,3.13375,0.69191,0.54528,0.59676,0.29219,0.67838,0.531,0.5442,0.34109,1.92932,3.41929,0.29702,1.57626,0.0096,0,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,17802.7,1.56393,1.96901,0.2492,0.99294,0.00844,3.15119,0.68762,0.5441,0.59615,0.29181,0.67777,0.52926,0.54425,0.34077,1.92869,3.42058,0.2961,1.57828,0.0096,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,17976.9,1.56389,1.96487,0.25186,0.98093,0.00844,3.10478,0.68607,0.54498,0.5958,0.29144,0.67632,0.53057,0.54389,0.3403,1.92646,3.42105,0.29593,1.58169,0.00958,0,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
